game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count,best_payout,best_payout_card_count
1544,2.4,1.2,3.6,3,12,"['life8', 'super_life2', 'life1', 'life6', 'life2', 'wild', 'super_life9', 'life2', 'life4', 'super_life6', 'life3', 'death3']","{'suits': {1: ['life1'], 2: ['super_life2', 'life2', 'life2', 'wild'], 3: ['life3', 'death3'], 4: ['life4'], 5: [], 6: ['life6', 'super_life6'], 7: [], 8: ['life8'], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 4, 3: 2, 4: 1, 5: 0, 6: 2, 7: 0, 8: 1, 9: 1, 10: 0}",10,1,1,0,4,2.4,"[life8, super_life2, life1, life6, life2, wild, super_life9, life2, life4, super_life6, life3, death3]"
1545,1.6,0.2,1.8,2,7,"['super_wild', 'life1', 'wild', 'life9', 'life4', 'life6', 'death5']","{'suits': {1: ['life1', 'super_wild'], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: ['life6'], 7: [], 8: [], 9: ['life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 1, 5: 1, 6: 1, 7: 0, 8: 0, 9: 2, 10: 0}",4,2,1,0,2,1.6,"[super_wild, life1, wild, life9, life4, life6, death5]"
1546,4.2,2.3,6.5,6,19,"['life9', 'life5', 'super_life6', 'super_life2', 'life1', 'life4', 'life2', 'super_life5', 'life6', 'super_life10', 'life10', 'life4', 'life5', 'life2', 'super_life3', 'super_life9', 'life7', 'life9', 'death2']","{'suits': {1: ['life1'], 2: ['super_life2', 'life2', 'life2', 'death2'], 3: ['super_life3'], 4: ['life4', 'life4'], 5: ['life5', 'super_life5', 'life5'], 6: ['super_life6', 'life6'], 7: ['life7'], 8: [], 9: ['life9', 'super_life9', 'life9'], 10: ['super_life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 4, 3: 1, 4: 2, 5: 3, 6: 2, 7: 1, 8: 0, 9: 3, 10: 2}",18,0,1,0,4,4.2,"[life9, life5, super_life6, super_life2, life1, life4, life2, super_life5, life6, super_life10, life10, life4, life5, life2, super_life3, super_life9, life7, life9, death2]"
1547,0.4,0.1,0.5,1,4,"['life9', 'life7', 'wild', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 1, 8: 0, 9: 2, 10: 0}",2,1,1,0,2,0.4,"[life9, life7, wild, death4]"
1548,0.0,0.0,0.0,0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,0.0,0
1549,0.0,0.0,0.0,1,4,"['life9', 'life1', 'life9', 'super_death']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9', 'life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 0}",3,0,1,1,2,0.3,"[life9, life1, life9, super_death]"
1550,0.1,0.0,0.1,0,2,"['life8', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: ['life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life8, death5]"
1551,0.6,0.0,0.6,0,3,"['super_life7', 'life3', 'death6']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: [], 6: ['death6'], 7: ['super_life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,0.6,"[super_life7, life3, death6]"
1552,0.2,0.0,0.2,0,3,"['life5', 'life7', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['life7'], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",2,0,1,0,1,0.2,"[life5, life7, death9]"
1553,0.0,0.0,0.0,1,6,"['life3', 'super_life1', 'life5', 'wild', 'life3', 'super_death']","{'suits': {1: ['super_life1'], 2: [], 3: ['life3', 'life3', 'wild'], 4: [], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 0, 3: 3, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",4,1,1,1,3,1.0,"[life3, super_life1, life5, wild, life3, super_death]"
1554,0.0,0.0,0.0,0,5,"['super_life10', 'life5', 'life8', 'super_life1', 'super_death']","{'suits': {1: ['super_life1'], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: [], 8: ['life8'], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 0, 10: 1}",4,0,1,1,1,1.2,"[super_life10, life5, life8, super_life1, super_death]"
1555,0.2,0.0,0.2,0,2,"['wild', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': ['wild'], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,1,1,0,1,0.2,"[wild, death8]"
1556,0.3,0.1,0.4,1,3,"['wild', 'life6', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: ['life6', 'wild'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 0, 10: 0}",1,1,1,0,2,0.3,"[wild, life6, death3]"
1557,0.0,0.0,0.0,0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,0.0,0
1558,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
1559,0.5,0.0,0.5,0,2,"['super_life9', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",1,0,1,0,1,0.5,"[super_life9, death3]"
1560,0.6,0.1,0.7,1,3,"['life2', 'super_life7', 'death7']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: ['super_life7', 'death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",2,0,1,0,2,0.6,"[life2, super_life7, death7]"
1561,0.0,0.0,0.0,0,7,"['life6', 'life8', 'life3', 'life1', 'super_life7', 'life9', 'super_death']","{'suits': {1: ['life1'], 2: [], 3: ['life3'], 4: [], 5: [], 6: ['life6'], 7: ['super_life7'], 8: ['life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 1, 9: 1, 10: 0}",6,0,1,1,1,1.0,"[life6, life8, life3, life1, super_life7, life9, super_death]"
1562,1.4,0.6,2.0,2,7,"['life9', 'life1', 'super_life1', 'super_life8', 'life2', 'life8', 'death1']","{'suits': {1: ['life1', 'super_life1', 'death1'], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['super_life8', 'life8'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 3, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 2, 9: 1, 10: 0}",6,0,1,0,3,1.4,"[life9, life1, super_life1, super_life8, life2, life8, death1]"
1563,0.3,0.0,0.3,0,4,"['life5', 'life2', 'life10', 'death4']","{'suits': {1: [], 2: ['life2'], 3: [], 4: ['death4'], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",3,0,1,0,1,0.3,"[life5, life2, life10, death4]"
1564,1.8,0.1,1.9,1,7,"['super_life10', 'life8', 'life9', 'super_life7', 'life4', 'super_life3', 'death10']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: ['life4'], 5: [], 6: [], 7: ['super_life7'], 8: ['life8'], 9: ['life9'], 10: ['super_life10', 'death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 1, 8: 1, 9: 1, 10: 2}",6,0,1,0,2,1.8,"[super_life10, life8, life9, super_life7, life4, super_life3, death10]"
1565,0.3,0.1,0.4,1,3,"['wild', 'life9', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9', 'wild'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 0}",1,1,1,0,2,0.3,"[wild, life9, death2]"
1566,1.6,0.6,2.2,2,8,"['wild', 'life9', 'super_life2', 'super_life7', 'life9', 'life7', 'life10', 'death5']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: ['death5'], 6: [], 7: ['super_life7', 'life7'], 8: [], 9: ['life9', 'life9', 'wild'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 2, 8: 0, 9: 3, 10: 1}",6,1,1,0,3,1.6,"[wild, life9, super_life2, super_life7, life9, life7, life10, death5]"
1567,0.0,0.0,0.0,1,8,"['super_life7', 'life2', 'life1', 'super_life3', 'life6', 'super_life1', 'super_life10', 'super_death']","{'suits': {1: ['life1', 'super_life1'], 2: ['life2'], 3: ['super_life3'], 4: [], 5: [], 6: ['life6'], 7: ['super_life7'], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 2, 2: 1, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",7,0,1,1,2,2.3,"[super_life7, life2, life1, super_life3, life6, super_life1, super_life10, super_death]"
1568,1.3,0.2,1.5,2,6,"['life5', 'super_life4', 'super_life3', 'life3', 'life4', 'death10']","{'suits': {1: [], 2: [], 3: ['super_life3', 'life3'], 4: ['super_life4', 'life4'], 5: ['life5'], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 2, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",5,0,1,0,2,1.3,"[life5, super_life4, super_life3, life3, life4, death10]"
1569,1.9,0.3,2.2,3,12,"['super_life2', 'life4', 'life5', 'life9', 'life7', 'life10', 'super_life10', 'life3', 'life6', 'life8', 'life9', 'death4']","{'suits': {1: [], 2: ['super_life2'], 3: ['life3'], 4: ['life4', 'death4'], 5: ['life5'], 6: ['life6'], 7: ['life7'], 8: ['life8'], 9: ['life9', 'life9'], 10: ['life10', 'super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 2, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 2}",11,0,1,0,2,1.9,"[super_life2, life4, life5, life9, life7, life10, super_life10, life3, life6, life8, life9, death4]"
1570,0.0,0.0,0.0,0,1,['death5'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['death5'], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
1571,0.0,0.0,0.0,0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
1572,0.9,0.1,1.0,1,5,"['wild', 'super_life7', 'life3', 'life4', 'death1']","{'suits': {1: ['death1'], 2: [], 3: ['life3'], 4: ['life4'], 5: [], 6: [], 7: ['super_life7', 'wild'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",3,1,1,0,2,0.9,"[wild, super_life7, life3, life4, death1]"
1573,1.7,0.5,2.2,1,9,"['life8', 'wild', 'life4', 'life7', 'super_life2', 'life3', 'life9', 'super_life1', 'death8']","{'suits': {1: ['super_life1'], 2: ['super_life2'], 3: ['life3'], 4: ['life4'], 5: [], 6: [], 7: ['life7'], 8: ['life8', 'death8', 'wild'], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 0, 7: 1, 8: 3, 9: 1, 10: 0}",7,1,1,0,3,1.7,"[life8, wild, life4, life7, super_life2, life3, life9, super_life1, death8]"
1574,0.0,0.0,0.0,1,6,"['life9', 'life3', 'life6', 'super_life1', 'life1', 'super_death']","{'suits': {1: ['super_life1', 'life1'], 2: [], 3: ['life3'], 4: [], 5: [], 6: ['life6'], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 2, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",5,0,1,1,2,0.9,"[life9, life3, life6, super_life1, life1, super_death]"
1575,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
1576,0.2,0.0,0.2,0,3,"['life7', 'life10', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 1}",2,0,1,0,1,0.2,"[life7, life10, death2]"
1577,0.7,0.1,0.8,1,4,"['life9', 'life5', 'super_life6', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['life5', 'death5'], 6: ['super_life6'], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 2, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,2,0.7,"[life9, life5, super_life6, death5]"
1578,0.0,0.0,0.0,1,3,"['super_life1', 'wild', 'super_death']","{'suits': {1: ['super_life1', 'wild'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 2, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,1,1,1,2,0.7,"[super_life1, wild, super_death]"
1579,0.5,0.0,0.5,0,2,"['super_life7', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: ['super_life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",1,0,1,0,1,0.5,"[super_life7, death2]"
1580,0.6,0.0,0.6,0,3,"['super_life10', 'life4', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 1}",2,0,1,0,1,0.6,"[super_life10, life4, death6]"
1581,2.1,0.1,2.2,1,10,"['super_life8', 'super_life9', 'life4', 'super_life7', 'life5', 'life3', 'life1', 'life2', 'life5', 'death10']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['life3'], 4: ['life4'], 5: ['life5', 'life5'], 6: [], 7: ['super_life7'], 8: ['super_life8'], 9: ['super_life9'], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 0, 7: 1, 8: 1, 9: 1, 10: 1}",9,0,1,0,2,2.1,"[super_life8, super_life9, life4, super_life7, life5, life3, life1, life2, life5, death10]"
1582,0.7,0.1,0.8,1,4,"['life10', 'life2', 'super_life7', 'death7']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: ['super_life7', 'death7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 1}",3,0,1,0,2,0.7,"[life10, life2, super_life7, death7]"
1583,0.2,0.0,0.2,0,3,"['life5', 'life3', 'death7']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: ['life5'], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,0.2,"[life5, life3, death7]"
1584,0.1,0.0,0.1,0,2,"['life6', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['life6'], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life6, death8]"
1585,3.8,2.6,6.4,5,19,"['life8', 'life1', 'super_life9', 'life4', 'life3', 'life9', 'super_life5', 'life9', 'life5', 'life3', 'life5', 'super_life8', 'life8', 'life4', 'super_life10', 'life2', 'life7', 'super_life3', 'death8']","{'suits': {1: ['life1'], 2: ['life2'], 3: ['life3', 'life3', 'super_life3'], 4: ['life4', 'life4'], 5: ['super_life5', 'life5', 'life5'], 6: [], 7: ['life7'], 8: ['life8', 'super_life8', 'life8', 'death8'], 9: ['super_life9', 'life9', 'life9'], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 3, 4: 2, 5: 3, 6: 0, 7: 1, 8: 4, 9: 3, 10: 1}",18,0,1,0,4,3.8,"[life8, life1, super_life9, life4, life3, life9, super_life5, life9, life5, life3, life5, super_life8, life8, life4, super_life10, life2, life7, super_life3, death8]"
1586,1.6,0.2,1.8,2,5,"['super_life5', 'super_life6', 'life2', 'super_life2', 'death5']","{'suits': {1: [], 2: ['life2', 'super_life2'], 3: [], 4: [], 5: ['super_life5', 'death5'], 6: ['super_life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 2, 3: 0, 4: 0, 5: 2, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",4,0,1,0,2,1.6,"[super_life5, super_life6, life2, super_life2, death5]"
1587,0.2,0.0,0.2,0,3,"['life7', 'life2', 'death9']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: ['life7'], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",2,0,1,0,1,0.2,"[life7, life2, death9]"
1588,2.1,0.2,2.3,2,9,"['life10', 'super_wild', 'super_life5', 'life4', 'life3', 'life9', 'life8', 'life1', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: ['life3'], 4: ['life4'], 5: ['super_life5'], 6: [], 7: [], 8: ['life8'], 9: ['life9'], 10: ['life10', 'super_wild']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 1, 5: 1, 6: 0, 7: 0, 8: 1, 9: 1, 10: 2}",7,1,1,0,2,2.1,"[life10, super_wild, super_life5, life4, life3, life9, life8, life1, death1]"
1589,1.3,0.1,1.4,1,6,"['life6', 'life5', 'life4', 'super_life2', 'super_life9', 'death5']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: ['life4'], 5: ['life5', 'death5'], 6: ['life6'], 7: [], 8: [], 9: ['super_life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 2, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",5,0,1,0,2,1.3,"[life6, life5, life4, super_life2, super_life9, death5]"
1590,0.0,0.0,0.0,0,1,['death1'],"{'suits': {1: ['death1'], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
1591,0.0,0.0,0.0,0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,0.0,0
1592,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1,0.0,0
1593,1.1,0.0,1.1,0,4,"['life9', 'super_life2', 'super_life1', 'death3']","{'suits': {1: ['super_life1'], 2: ['super_life2'], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,1,1.1,"[life9, super_life2, super_life1, death3]"
1594,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1,0.0,0
1595,0.8,0.0,0.8,0,5,"['life1', 'super_life5', 'life2', 'life7', 'death4']","{'suits': {1: ['life1'], 2: ['life2'], 3: [], 4: ['death4'], 5: ['super_life5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",4,0,1,0,1,0.8,"[life1, super_life5, life2, life7, death4]"
1596,0.1,0.0,0.1,0,2,"['life4', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1,0.1,"[life4, death8]"
1597,2.3,0.2,2.5,2,8,"['super_life7', 'life10', 'life6', 'super_life10', 'super_life6', 'super_life2', 'life8', 'death4']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: ['death4'], 5: [], 6: ['life6', 'super_life6'], 7: ['super_life7'], 8: ['life8'], 9: [], 10: ['life10', 'super_life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 1, 5: 0, 6: 2, 7: 1, 8: 1, 9: 0, 10: 2}",7,0,1,0,2,2.3,"[super_life7, life10, life6, super_life10, super_life6, super_life2, life8, death4]"
1598,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1,0.0,0
1599,0.5,0.0,0.5,0,2,"['super_life5', 'death8']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: ['super_life5'], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",1,0,1,0,1,0.5,"[super_life5, death8]"
1600,1.2,0.1,1.3,1,5,"['super_life4', 'super_life10', 'life2', 'life1', 'death2']","{'suits': {1: ['life1'], 2: ['life2', 'death2'], 3: [], 4: ['super_life4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['super_life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 2, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",4,0,1,0,2,1.2,"[super_life4, super_life10, life2, life1, death2]"
1601,0.7,0.0,0.7,0,4,"['super_life5', 'life2', 'life6', 'death7']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: ['super_life5'], 6: ['life6'], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",3,0,1,0,1,0.7,"[super_life5, life2, life6, death7]"
1602,0.2,0.1,0.3,1,3,"['life2', 'life7', 'death7']","{'suits': {1: [], 2: ['life2'], 3: [], 4: [], 5: [], 6: [], 7: ['life7', 'death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",2,0,1,0,2,0.2,"[life2, life7, death7]"
