player,game_number,bet,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,total_return,available_bank,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count,simulation_payout,simulation_return,simulation_bank
p10,11,10,0.0,0.0,0.0,0,0.0,100023.0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0,0.0,0.0,100081.0
p20,11,20,0.0,0.0,0.0,0,0.0,100046.0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0,0.0,0.0,100162.0
p50,11,50,0.0,0.0,0.0,0,0.0,100115.0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0,0.0,0.0,100405.0
p100,11,100,0.0,0.0,0.0,0,0.0,100230.0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0,0.0,0.0,100810.0
p250,11,250,0.0,0.0,0.0,0,0.0,100575.0,1,['super_death'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,1,0,0.0,0.0,102025.0
p10,12,10,0.1,0.0,0.1,0,1.0,100024.0,2,"['life10', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1,0.1,1.0,100082.0
p20,12,20,0.1,0.0,0.1,0,2.0,100048.0,2,"['life10', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1,0.1,2.0,100164.0
p50,12,50,0.1,0.0,0.1,0,5.0,100120.0,2,"['life10', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1,0.1,5.0,100410.0
p100,12,100,0.1,0.0,0.1,0,10.0,100240.0,2,"['life10', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1,0.1,10.0,100820.0
p250,12,250,0.1,0.0,0.1,0,25.0,100600.0,2,"['life10', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",1,0,1,0,1,0.1,25.0,102050.0
p10,13,10,0.3,0.1,0.4,1,4.0,100028.0,4,"['life7', 'life4', 'life7', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['death6'], 7: ['life7', 'life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 2, 8: 0, 9: 0, 10: 0}",3,0,1,0,2,1.3,13.0,100095.0
p20,13,20,0.3,0.1,0.4,1,8.0,100056.0,4,"['life7', 'life4', 'life7', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['death6'], 7: ['life7', 'life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 2, 8: 0, 9: 0, 10: 0}",3,0,1,0,2,1.3,26.0,100190.0
p50,13,50,0.3,0.1,0.4,1,20.0,100140.0,4,"['life7', 'life4', 'life7', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['death6'], 7: ['life7', 'life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 2, 8: 0, 9: 0, 10: 0}",3,0,1,0,2,1.3,65.0,100475.0
p100,13,100,0.3,0.1,0.4,1,40.0,100280.0,4,"['life7', 'life4', 'life7', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['death6'], 7: ['life7', 'life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 2, 8: 0, 9: 0, 10: 0}",3,0,1,0,2,1.3,130.0,100950.0
p250,13,250,0.3,0.1,0.4,1,100.0,100700.0,4,"['life7', 'life4', 'life7', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['death6'], 7: ['life7', 'life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 1, 7: 2, 8: 0, 9: 0, 10: 0}",3,0,1,0,2,1.3,325.0,102375.0
p10,14,10,1.0,0.0,1.0,0,10.0,100038.0,2,"['super_wild', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': ['super_wild'], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,1,1,0,1,2.0,20.0,100115.0
p20,14,20,1.0,0.0,1.0,0,20.0,100076.0,2,"['super_wild', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': ['super_wild'], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,1,1,0,1,2.0,40.0,100230.0
p50,14,50,1.0,0.0,1.0,0,50.0,100190.0,2,"['super_wild', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': ['super_wild'], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,1,1,0,1,2.0,100.0,100575.0
p100,14,100,1.0,0.0,1.0,0,100.0,100380.0,2,"['super_wild', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': ['super_wild'], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,1,1,0,1,2.0,200.0,101150.0
p250,14,250,1.0,0.0,1.0,0,250.0,100950.0,2,"['super_wild', 'death3']","{'suits': {1: [], 2: [], 3: ['death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': ['super_wild'], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,1,1,0,1,2.0,500.0,102875.0
p10,15,10,1.2,0.1,1.3,1,13.0,100051.0,5,"['life9', 'super_life3', 'life10', 'super_life9', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9', 'super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 1}",4,0,1,0,2,2.2,22.0,100137.0
p20,15,20,1.2,0.1,1.3,1,26.0,100102.0,5,"['life9', 'super_life3', 'life10', 'super_life9', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9', 'super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 1}",4,0,1,0,2,2.2,44.0,100274.0
p50,15,50,1.2,0.1,1.3,1,65.0,100255.0,5,"['life9', 'super_life3', 'life10', 'super_life9', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9', 'super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 1}",4,0,1,0,2,2.2,110.00000000000001,100685.0
p100,15,100,1.2,0.1,1.3,1,130.0,100510.0,5,"['life9', 'super_life3', 'life10', 'super_life9', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9', 'super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 1}",4,0,1,0,2,2.2,220.00000000000003,101370.0
p250,15,250,1.2,0.1,1.3,1,325.0,101275.0,5,"['life9', 'super_life3', 'life10', 'super_life9', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['super_life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['life9', 'super_life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 1}",4,0,1,0,2,2.2,550.0,103425.0
p10,16,10,1.2,0.0,1.2,0,12.0,100063.0,5,"['life10', 'super_life6', 'life4', 'super_life1', 'death3']","{'suits': {1: ['super_life1'], 2: [], 3: ['death3'], 4: ['life4'], 5: [], 6: ['super_life6'], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 1}",4,0,1,0,1,2.2,22.0,100159.0
p20,16,20,1.2,0.0,1.2,0,24.0,100126.0,5,"['life10', 'super_life6', 'life4', 'super_life1', 'death3']","{'suits': {1: ['super_life1'], 2: [], 3: ['death3'], 4: ['life4'], 5: [], 6: ['super_life6'], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 1}",4,0,1,0,1,2.2,44.0,100318.0
p50,16,50,1.2,0.0,1.2,0,60.0,100315.0,5,"['life10', 'super_life6', 'life4', 'super_life1', 'death3']","{'suits': {1: ['super_life1'], 2: [], 3: ['death3'], 4: ['life4'], 5: [], 6: ['super_life6'], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 1}",4,0,1,0,1,2.2,110.00000000000001,100795.0
p100,16,100,1.2,0.0,1.2,0,120.0,100630.0,5,"['life10', 'super_life6', 'life4', 'super_life1', 'death3']","{'suits': {1: ['super_life1'], 2: [], 3: ['death3'], 4: ['life4'], 5: [], 6: ['super_life6'], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 1}",4,0,1,0,1,2.2,220.00000000000003,101590.0
p250,16,250,1.2,0.0,1.2,0,300.0,101575.0,5,"['life10', 'super_life6', 'life4', 'super_life1', 'death3']","{'suits': {1: ['super_life1'], 2: [], 3: ['death3'], 4: ['life4'], 5: [], 6: ['super_life6'], 7: [], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 1, 4: 1, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 1}",4,0,1,0,1,2.2,550.0,103975.0
p10,17,10,1.6,0.1,1.7,1,17.0,100080.0,5,"['super_life8', 'super_life1', 'super_life3', 'life3', 'death6']","{'suits': {1: ['super_life1'], 2: [], 3: ['super_life3', 'life3'], 4: [], 5: [], 6: ['death6'], 7: [], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",4,0,1,0,2,2.6,26.0,100185.0
p20,17,20,1.6,0.1,1.7,1,34.0,100160.0,5,"['super_life8', 'super_life1', 'super_life3', 'life3', 'death6']","{'suits': {1: ['super_life1'], 2: [], 3: ['super_life3', 'life3'], 4: [], 5: [], 6: ['death6'], 7: [], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",4,0,1,0,2,2.6,52.0,100370.0
p50,17,50,1.6,0.1,1.7,1,85.0,100400.0,5,"['super_life8', 'super_life1', 'super_life3', 'life3', 'death6']","{'suits': {1: ['super_life1'], 2: [], 3: ['super_life3', 'life3'], 4: [], 5: [], 6: ['death6'], 7: [], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",4,0,1,0,2,2.6,130.0,100925.0
p100,17,100,1.6,0.1,1.7,1,170.0,100800.0,5,"['super_life8', 'super_life1', 'super_life3', 'life3', 'death6']","{'suits': {1: ['super_life1'], 2: [], 3: ['super_life3', 'life3'], 4: [], 5: [], 6: ['death6'], 7: [], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",4,0,1,0,2,2.6,260.0,101850.0
p250,17,250,1.6,0.1,1.7,1,425.0,102000.0,5,"['super_life8', 'super_life1', 'super_life3', 'life3', 'death6']","{'suits': {1: ['super_life1'], 2: [], 3: ['super_life3', 'life3'], 4: [], 5: [], 6: ['death6'], 7: [], 8: ['super_life8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 2, 4: 0, 5: 0, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0}",4,0,1,0,2,2.6,650.0,104625.0
p10,18,10,0.8,0.0,0.8,0,8.0,100088.0,5,"['life10', 'life4', 'super_life7', 'life6', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: ['life6'], 7: ['super_life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,0,1,0.8,8.0,100193.0
p20,18,20,0.8,0.0,0.8,0,16.0,100176.0,5,"['life10', 'life4', 'super_life7', 'life6', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: ['life6'], 7: ['super_life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,0,1,0.8,16.0,100386.0
p50,18,50,0.8,0.0,0.8,0,40.0,100440.0,5,"['life10', 'life4', 'super_life7', 'life6', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: ['life6'], 7: ['super_life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,0,1,0.8,40.0,100965.0
p100,18,100,0.8,0.0,0.8,0,80.0,100880.0,5,"['life10', 'life4', 'super_life7', 'life6', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: ['life6'], 7: ['super_life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,0,1,0.8,80.0,101930.0
p250,18,250,0.8,0.0,0.8,0,200.0,102200.0,5,"['life10', 'life4', 'super_life7', 'life6', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: ['life6'], 7: ['super_life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,0,1,0.8,200.0,104825.0
p10,19,10,0.0,0.0,0.0,0,0.0,100088.0,5,"['life6', 'life10', 'life7', 'super_life3', 'super_death']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,1,1,1.8,18.0,100211.0
p20,19,20,0.0,0.0,0.0,0,0.0,100176.0,5,"['life6', 'life10', 'life7', 'super_life3', 'super_death']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,1,1,1.8,36.0,100422.0
p50,19,50,0.0,0.0,0.0,0,0.0,100440.0,5,"['life6', 'life10', 'life7', 'super_life3', 'super_death']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,1,1,1.8,90.0,101055.0
p100,19,100,0.0,0.0,0.0,0,0.0,100880.0,5,"['life6', 'life10', 'life7', 'super_life3', 'super_death']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,1,1,1.8,180.0,102110.0
p250,19,250,0.0,0.0,0.0,0,0.0,102200.0,5,"['life6', 'life10', 'life7', 'super_life3', 'super_death']","{'suits': {1: [], 2: [], 3: ['super_life3'], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': ['super_death']}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 1}",4,0,1,1,1,1.8,450.0,105275.0
p10,20,10,0.3,0.0,0.3,0,3.0,100091.0,4,"['life6', 'life3', 'life7', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['life3'], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",3,0,1,0,1,1.3,13.0,100224.0
p20,20,20,0.3,0.0,0.3,0,6.0,100182.0,4,"['life6', 'life3', 'life7', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['life3'], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",3,0,1,0,1,1.3,26.0,100448.0
p50,20,50,0.3,0.0,0.3,0,15.0,100455.0,4,"['life6', 'life3', 'life7', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['life3'], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",3,0,1,0,1,1.3,65.0,101120.0
p100,20,100,0.3,0.0,0.3,0,30.0,100910.0,4,"['life6', 'life3', 'life7', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['life3'], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",3,0,1,0,1,1.3,130.0,102240.0
p250,20,250,0.3,0.0,0.3,0,75.0,102275.0,4,"['life6', 'life3', 'life7', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['life3'], 4: [], 5: [], 6: ['life6'], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",3,0,1,0,1,1.3,325.0,105600.0
p10,21,10,0.9,0.1,1.0,1,10.0,100101.0,6,"['life10', 'life4', 'super_life6', 'life9', 'life8', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'death4'], 5: [], 6: ['super_life6'], 7: [], 8: ['life8'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 1, 7: 0, 8: 1, 9: 1, 10: 1}",5,0,1,0,2,1.9,19.0,100243.0
p20,21,20,0.9,0.1,1.0,1,20.0,100202.0,6,"['life10', 'life4', 'super_life6', 'life9', 'life8', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'death4'], 5: [], 6: ['super_life6'], 7: [], 8: ['life8'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 1, 7: 0, 8: 1, 9: 1, 10: 1}",5,0,1,0,2,1.9,38.0,100486.0
p50,21,50,0.9,0.1,1.0,1,50.0,100505.0,6,"['life10', 'life4', 'super_life6', 'life9', 'life8', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'death4'], 5: [], 6: ['super_life6'], 7: [], 8: ['life8'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 1, 7: 0, 8: 1, 9: 1, 10: 1}",5,0,1,0,2,1.9,95.0,101215.0
p100,21,100,0.9,0.1,1.0,1,100.0,101010.0,6,"['life10', 'life4', 'super_life6', 'life9', 'life8', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'death4'], 5: [], 6: ['super_life6'], 7: [], 8: ['life8'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 1, 7: 0, 8: 1, 9: 1, 10: 1}",5,0,1,0,2,1.9,190.0,102430.0
p250,21,250,0.9,0.1,1.0,1,250.0,102525.0,6,"['life10', 'life4', 'super_life6', 'life9', 'life8', 'death4']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'death4'], 5: [], 6: ['super_life6'], 7: [], 8: ['life8'], 9: ['life9'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 0, 6: 1, 7: 0, 8: 1, 9: 1, 10: 1}",5,0,1,0,2,1.9,475.0,106075.0
p10,22,10,0.8,0.1,0.9,1,9.0,100110.0,5,"['super_life5', 'life1', 'life5', 'life6', 'death4']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['death4'], 5: ['super_life5', 'life5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 2, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",4,0,1,0,2,0.9,9.0,100252.0
p20,22,20,0.8,0.1,0.9,1,18.0,100220.0,5,"['super_life5', 'life1', 'life5', 'life6', 'death4']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['death4'], 5: ['super_life5', 'life5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 2, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",4,0,1,0,2,0.9,18.0,100504.0
p50,22,50,0.8,0.1,0.9,1,45.0,100550.0,5,"['super_life5', 'life1', 'life5', 'life6', 'death4']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['death4'], 5: ['super_life5', 'life5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 2, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",4,0,1,0,2,0.9,45.0,101260.0
p100,22,100,0.8,0.1,0.9,1,90.0,101100.0,5,"['super_life5', 'life1', 'life5', 'life6', 'death4']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['death4'], 5: ['super_life5', 'life5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 2, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",4,0,1,0,2,0.9,90.0,102520.0
