player,game_number,bet,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,total_return,available_bank,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count,simulation_payout,simulation_return,simulation_bank
p250,22,250,0.8,0.1,0.9,1,225.0,102750.0,5,"['super_life5', 'life1', 'life5', 'life6', 'death4']","{'suits': {1: ['life1'], 2: [], 3: [], 4: ['death4'], 5: ['super_life5', 'life5'], 6: ['life6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 1, 5: 2, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",4,0,1,0,2,0.9,225.0,106300.0
p10,23,10,0.2,0.0,0.2,0,2.0,100112.0,3,"['life7', 'life4', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,1.2,12.0,100264.0
p20,23,20,0.2,0.0,0.2,0,4.0,100224.0,3,"['life7', 'life4', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,1.2,24.0,100528.0
p50,23,50,0.2,0.0,0.2,0,10.0,100560.0,3,"['life7', 'life4', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,1.2,60.0,101320.0
p100,23,100,0.2,0.0,0.2,0,20.0,101120.0,3,"['life7', 'life4', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,1.2,120.0,102640.0
p250,23,250,0.2,0.0,0.2,0,50.0,102800.0,3,"['life7', 'life4', 'death5']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: ['death5'], 6: [], 7: ['life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1,1.2,300.0,106600.0
p10,24,10,0.0,0.0,-1.0,0,-10.0,100102.0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-10.0,100254.0
p20,24,20,0.0,0.0,-1.0,0,-20.0,100204.0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-20.0,100508.0
p50,24,50,0.0,0.0,-1.0,0,-50.0,100510.0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-50.0,101270.0
p100,24,100,0.0,0.0,-1.0,0,-100.0,101020.0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-100.0,102540.0
p250,24,250,0.0,0.0,-1.0,0,-250.0,102550.0,1,['death7'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-250.0,106350.0
p10,25,10,0.1,0.1,0.2,1,2.0,100104.0,2,"['life7', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7', 'death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.1,11.0,100265.0
p20,25,20,0.1,0.1,0.2,1,4.0,100208.0,2,"['life7', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7', 'death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.1,22.0,100530.0
p50,25,50,0.1,0.1,0.2,1,10.0,100520.0,2,"['life7', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7', 'death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.1,55.00000000000001,101325.0
p100,25,100,0.1,0.1,0.2,1,20.0,101040.0,2,"['life7', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7', 'death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.1,110.00000000000001,102650.0
p250,25,250,0.1,0.1,0.2,1,50.0,102600.0,2,"['life7', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: ['life7', 'death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 2, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.1,275.0,106625.0
p10,26,10,1.2,0.2,1.4,2,14.0,100118.0,7,"['life7', 'life8', 'wild', 'life4', 'super_life1', 'wild', 'death2']","{'suits': {1: ['super_life1'], 2: ['death2'], 3: [], 4: ['life4'], 5: [], 6: [], 7: ['life7', 'wild'], 8: ['life8', 'wild'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 2, 8: 2, 9: 0, 10: 0}",4,2,1,0,2,2.2,22.0,100287.0
p20,26,20,1.2,0.2,1.4,2,28.0,100236.0,7,"['life7', 'life8', 'wild', 'life4', 'super_life1', 'wild', 'death2']","{'suits': {1: ['super_life1'], 2: ['death2'], 3: [], 4: ['life4'], 5: [], 6: [], 7: ['life7', 'wild'], 8: ['life8', 'wild'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 2, 8: 2, 9: 0, 10: 0}",4,2,1,0,2,2.2,44.0,100574.0
p50,26,50,1.2,0.2,1.4,2,70.0,100590.0,7,"['life7', 'life8', 'wild', 'life4', 'super_life1', 'wild', 'death2']","{'suits': {1: ['super_life1'], 2: ['death2'], 3: [], 4: ['life4'], 5: [], 6: [], 7: ['life7', 'wild'], 8: ['life8', 'wild'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 2, 8: 2, 9: 0, 10: 0}",4,2,1,0,2,2.2,110.00000000000001,101435.0
p100,26,100,1.2,0.2,1.4,2,140.0,101180.0,7,"['life7', 'life8', 'wild', 'life4', 'super_life1', 'wild', 'death2']","{'suits': {1: ['super_life1'], 2: ['death2'], 3: [], 4: ['life4'], 5: [], 6: [], 7: ['life7', 'wild'], 8: ['life8', 'wild'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 2, 8: 2, 9: 0, 10: 0}",4,2,1,0,2,2.2,220.00000000000003,102870.0
p250,26,250,1.2,0.2,1.4,2,350.0,102950.0,7,"['life7', 'life8', 'wild', 'life4', 'super_life1', 'wild', 'death2']","{'suits': {1: ['super_life1'], 2: ['death2'], 3: [], 4: ['life4'], 5: [], 6: [], 7: ['life7', 'wild'], 8: ['life8', 'wild'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 1, 3: 0, 4: 1, 5: 0, 6: 0, 7: 2, 8: 2, 9: 0, 10: 0}",4,2,1,0,2,2.2,550.0,107175.0
p10,27,10,0.4,0.1,0.5,1,5.0,100123.0,4,"['life7', 'life1', 'wild', 'death6']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: ['life7', 'wild'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 2, 8: 0, 9: 0, 10: 0}",2,1,1,0,2,1.4,14.0,100301.0
p20,27,20,0.4,0.1,0.5,1,10.0,100246.0,4,"['life7', 'life1', 'wild', 'death6']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: ['life7', 'wild'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 2, 8: 0, 9: 0, 10: 0}",2,1,1,0,2,1.4,28.0,100602.0
p50,27,50,0.4,0.1,0.5,1,25.0,100615.0,4,"['life7', 'life1', 'wild', 'death6']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: ['life7', 'wild'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 2, 8: 0, 9: 0, 10: 0}",2,1,1,0,2,1.4,70.0,101505.0
p100,27,100,0.4,0.1,0.5,1,50.0,101230.0,4,"['life7', 'life1', 'wild', 'death6']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: ['life7', 'wild'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 2, 8: 0, 9: 0, 10: 0}",2,1,1,0,2,1.4,140.0,103010.0
p250,27,250,0.4,0.1,0.5,1,125.0,103075.0,4,"['life7', 'life1', 'wild', 'death6']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: ['life7', 'wild'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 2, 8: 0, 9: 0, 10: 0}",2,1,1,0,2,1.4,350.0,107525.0
p10,28,10,1.1,0.0,1.1,0,11.0,100134.0,4,"['super_life6', 'life3', 'super_life5', 'death9']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: ['super_life5'], 6: ['super_life6'], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,1,2.1,21.0,100322.0
p20,28,20,1.1,0.0,1.1,0,22.0,100268.0,4,"['super_life6', 'life3', 'super_life5', 'death9']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: ['super_life5'], 6: ['super_life6'], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,1,2.1,42.0,100644.0
p50,28,50,1.1,0.0,1.1,0,55.00000000000001,100670.0,4,"['super_life6', 'life3', 'super_life5', 'death9']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: ['super_life5'], 6: ['super_life6'], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,1,2.1,105.0,101610.0
p100,28,100,1.1,0.0,1.1,0,110.00000000000001,101340.0,4,"['super_life6', 'life3', 'super_life5', 'death9']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: ['super_life5'], 6: ['super_life6'], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,1,2.1,210.0,103220.0
p250,28,250,1.1,0.0,1.1,0,275.0,103350.0,4,"['super_life6', 'life3', 'super_life5', 'death9']","{'suits': {1: [], 2: [], 3: ['life3'], 4: [], 5: ['super_life5'], 6: ['super_life6'], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 1, 7: 0, 8: 0, 9: 1, 10: 0}",3,0,1,0,1,2.1,525.0,108050.0
p10,29,10,0.9,0.1,1.0,1,10.0,100144.0,5,"['super_life10', 'life1', 'wild', 'life5', 'death7']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['death7'], 8: [], 9: [], 10: ['super_life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 2}",3,1,1,0,2,1.9,19.0,100341.0
p20,29,20,0.9,0.1,1.0,1,20.0,100288.0,5,"['super_life10', 'life1', 'wild', 'life5', 'death7']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['death7'], 8: [], 9: [], 10: ['super_life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 2}",3,1,1,0,2,1.9,38.0,100682.0
p50,29,50,0.9,0.1,1.0,1,50.0,100720.0,5,"['super_life10', 'life1', 'wild', 'life5', 'death7']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['death7'], 8: [], 9: [], 10: ['super_life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 2}",3,1,1,0,2,1.9,95.0,101705.0
p100,29,100,0.9,0.1,1.0,1,100.0,101440.0,5,"['super_life10', 'life1', 'wild', 'life5', 'death7']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['death7'], 8: [], 9: [], 10: ['super_life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 2}",3,1,1,0,2,1.9,190.0,103410.0
p250,29,250,0.9,0.1,1.0,1,250.0,103600.0,5,"['super_life10', 'life1', 'wild', 'life5', 'death7']","{'suits': {1: ['life1'], 2: [], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['death7'], 8: [], 9: [], 10: ['super_life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 1, 2: 0, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 2}",3,1,1,0,2,1.9,475.0,108525.0
p10,30,10,0.0,0.0,-1.0,0,-10.0,100134.0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-10.0,100331.0
p20,30,20,0.0,0.0,-1.0,0,-20.0,100268.0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-20.0,100662.0
p50,30,50,0.0,0.0,-1.0,0,-50.0,100670.0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-50.0,101655.0
p100,30,100,0.0,0.0,-1.0,0,-100.0,101340.0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-100.0,103310.0
p250,30,250,0.0,0.0,-1.0,0,-250.0,103350.0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-250.0,108275.0
p10,31,10,0.5,0.1,0.6,1,6.0,100140.0,2,"['super_life3', 'death3']","{'suits': {1: [], 2: [], 3: ['super_life3', 'death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.5,15.0,100346.0
p20,31,20,0.5,0.1,0.6,1,12.0,100280.0,2,"['super_life3', 'death3']","{'suits': {1: [], 2: [], 3: ['super_life3', 'death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.5,30.0,100692.0
p50,31,50,0.5,0.1,0.6,1,30.0,100700.0,2,"['super_life3', 'death3']","{'suits': {1: [], 2: [], 3: ['super_life3', 'death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.5,75.0,101730.0
p100,31,100,0.5,0.1,0.6,1,60.0,101400.0,2,"['super_life3', 'death3']","{'suits': {1: [], 2: [], 3: ['super_life3', 'death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.5,150.0,103460.0
p250,31,250,0.5,0.1,0.6,1,150.0,103500.0,2,"['super_life3', 'death3']","{'suits': {1: [], 2: [], 3: ['super_life3', 'death3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",1,0,1,0,2,1.5,375.0,108650.0
p10,32,10,0.0,0.0,-1.0,0,-10.0,100130.0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-10.0,100336.0
p20,32,20,0.0,0.0,-1.0,0,-20.0,100260.0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-20.0,100672.0
p50,32,50,0.0,0.0,-1.0,0,-50.0,100650.0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-50.0,101680.0
p100,32,100,0.0,0.0,-1.0,0,-100.0,101300.0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-100.0,103360.0
p250,32,250,0.0,0.0,-1.0,0,-250.0,103250.0,1,['death2'],"{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1,-1.0,-250.0,108400.0
p10,33,10,0.8,0.1,0.9,1,9.0,100139.0,5,"['super_life6', 'life4', 'life9', 'life6', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['super_life6', 'life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 2, 7: 1, 8: 0, 9: 1, 10: 0}",4,0,1,0,2,1.8,18.0,100354.0
p20,33,20,0.8,0.1,0.9,1,18.0,100278.0,5,"['super_life6', 'life4', 'life9', 'life6', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['super_life6', 'life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 2, 7: 1, 8: 0, 9: 1, 10: 0}",4,0,1,0,2,1.8,36.0,100708.0
p50,33,50,0.8,0.1,0.9,1,45.0,100695.0,5,"['super_life6', 'life4', 'life9', 'life6', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['super_life6', 'life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 2, 7: 1, 8: 0, 9: 1, 10: 0}",4,0,1,0,2,1.8,90.0,101770.0
p100,33,100,0.8,0.1,0.9,1,90.0,101390.0,5,"['super_life6', 'life4', 'life9', 'life6', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['super_life6', 'life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 2, 7: 1, 8: 0, 9: 1, 10: 0}",4,0,1,0,2,1.8,180.0,103540.0
p250,33,250,0.8,0.1,0.9,1,225.0,103475.0,5,"['super_life6', 'life4', 'life9', 'life6', 'death7']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: ['super_life6', 'life6'], 7: ['death7'], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 2, 7: 1, 8: 0, 9: 1, 10: 0}",4,0,1,0,2,1.8,450.0,108850.0
p10,34,10,0.0,0.0,-1.0,0,-10.0,100129.0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,-1.0,-10.0,100344.0
p20,34,20,0.0,0.0,-1.0,0,-20.0,100258.0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,-1.0,-20.0,100688.0
p50,34,50,0.0,0.0,-1.0,0,-50.0,100645.0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,-1.0,-50.0,101720.0
p100,34,100,0.0,0.0,-1.0,0,-100.0,101290.0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,-1.0,-100.0,103440.0
p250,34,250,0.0,0.0,-1.0,0,-250.0,103225.0,1,['death9'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0}",0,0,1,0,1,-1.0,-250.0,108600.0
p10,35,10,2.9,1.2,4.1,3,41.0,100170.0,13,"['super_wild', 'life1', 'life10', 'life1', 'life8', 'super_life2', 'life8', 'life4', 'super_life5', 'life5', 'life3', 'life1', 'death6']","{'suits': {1: ['life1', 'life1', 'life1', 'super_wild'], 2: ['super_life2'], 3: ['life3'], 4: ['life4'], 5: ['super_life5', 'life5'], 6: ['death6'], 7: [], 8: ['life8', 'life8'], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 4, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 0, 8: 2, 9: 0, 10: 1}",11,1,1,0,4,4.1,41.0,100385.0
