game_number,payout,lifestyle_bonus,total_payout,lifestyle_bonuses,cards_drawn,draw_order,card_stack,suit_counts,life,wild,death,super_death,longest_suit_count
5330,0.6,0.0,0.6,0,3,"['life5', 'super_life2', 'death7']","{'suits': {1: [], 2: ['super_life2'], 3: [], 4: [], 5: ['life5'], 6: [], 7: ['death7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",2,0,1,0,1
5331,2.9,1.1,4.0,3,12,"['wild', 'super_life4', 'super_life9', 'life8', 'life7', 'life7', 'life1', 'super_life1', 'life2', 'super_life3', 'wild', 'death9']","{'suits': {1: ['life1', 'super_life1', 'wild'], 2: ['life2'], 3: ['super_life3'], 4: ['super_life4'], 5: [], 6: [], 7: ['life7', 'life7', 'wild'], 8: ['life8'], 9: ['super_life9', 'death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 3, 2: 1, 3: 1, 4: 1, 5: 0, 6: 0, 7: 3, 8: 1, 9: 2, 10: 0}",9,2,1,0,3
5332,0.2,0.0,0.2,0,3,"['life4', 'life8', 'death9']","{'suits': {1: [], 2: [], 3: [], 4: ['life4'], 5: [], 6: [], 7: [], 8: ['life8'], 9: ['death9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 1, 9: 1, 10: 0}",2,0,1,0,1
5333,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
5334,0.0,0.0,0.0,0,1,['death6'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
5335,0.0,0.0,0.0,0,1,['death8'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: ['death8'], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0}",0,0,1,0,1
5336,1.9,1.7,3.6,4,14,"['life9', 'life8', 'life4', 'life8', 'wild', 'life7', 'super_life5', 'life1', 'life5', 'life5', 'life9', 'wild', 'life10', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: [], 4: ['life4'], 5: ['super_life5', 'life5', 'life5', 'wild'], 6: [], 7: ['life7'], 8: ['life8', 'life8'], 9: ['life9', 'life9', 'wild'], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 0, 4: 1, 5: 4, 6: 0, 7: 1, 8: 2, 9: 3, 10: 1}",11,2,1,0,4
5337,1.5,0.1,1.6,1,3,"['super_wild', 'super_life10', 'death2']","{'suits': {1: [], 2: ['death2'], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['super_life10', 'super_wild']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 2}",1,1,1,0,2
5338,0.0,0.0,0.0,0,1,['death4'],"{'suits': {1: [], 2: [], 3: [], 4: ['death4'], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
5339,0.8,0.1,0.9,1,5,"['life9', 'life6', 'life6', 'super_life3', 'death2']","{'suits': {1: [], 2: ['death2'], 3: ['super_life3'], 4: [], 5: [], 6: ['life6', 'life6'], 7: [], 8: [], 9: ['life9'], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 0, 6: 2, 7: 0, 8: 0, 9: 1, 10: 0}",4,0,1,0,2
5340,0.8,0.1,0.9,1,5,"['life4', 'life5', 'super_life7', 'life4', 'death6']","{'suits': {1: [], 2: [], 3: [], 4: ['life4', 'life4'], 5: ['life5'], 6: ['death6'], 7: ['super_life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 2, 5: 1, 6: 1, 7: 1, 8: 0, 9: 0, 10: 0}",4,0,1,0,2
5341,0.0,0.0,0.0,0,1,['death6'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: ['death6'], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 1, 7: 0, 8: 0, 9: 0, 10: 0}",0,0,1,0,1
5342,2.0,0.6,2.6,2,9,"['life2', 'life5', 'super_life10', 'super_life3', 'super_life5', 'life6', 'life10', 'life10', 'death8']","{'suits': {1: [], 2: ['life2'], 3: ['super_life3'], 4: [], 5: ['life5', 'super_life5'], 6: ['life6'], 7: [], 8: ['death8'], 9: [], 10: ['super_life10', 'life10', 'life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 2, 6: 1, 7: 0, 8: 1, 9: 0, 10: 3}",8,0,1,0,3
5343,0.8,0.6,1.4,2,9,"['life7', 'life3', 'life7', 'life2', 'life5', 'life6', 'life10', 'life6', 'death7']","{'suits': {1: [], 2: ['life2'], 3: ['life3'], 4: [], 5: ['life5'], 6: ['life6', 'life6'], 7: ['life7', 'life7', 'death7'], 8: [], 9: [], 10: ['life10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 1, 3: 1, 4: 0, 5: 1, 6: 2, 7: 3, 8: 0, 9: 0, 10: 1}",8,0,1,0,3
5344,0.0,0.0,0.0,0,1,['death10'],"{'suits': {1: [], 2: [], 3: [], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: ['death10']}, 'wilds': [], 'super_death': []}","{1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1}",0,0,1,0,1
5345,1.3,0.7,2.0,3,12,"['life10', 'life5', 'wild', 'life8', 'life1', 'life3', 'life6', 'life7', 'life4', 'wild', 'life4', 'death1']","{'suits': {1: ['life1', 'death1'], 2: [], 3: ['life3'], 4: ['life4', 'life4', 'wild'], 5: ['life5'], 6: ['life6'], 7: ['life7'], 8: ['life8'], 9: [], 10: ['life10', 'wild']}, 'wilds': [], 'super_death': []}","{1: 2, 2: 0, 3: 1, 4: 3, 5: 1, 6: 1, 7: 1, 8: 1, 9: 0, 10: 2}",9,2,1,0,3
5346,0.0,0.0,0.0,0,4,"['super_life2', 'life1', 'life3', 'super_death']","{'suits': {1: ['life1'], 2: ['super_life2'], 3: ['life3'], 4: [], 5: [], 6: [], 7: [], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': ['super_death']}","{1: 1, 2: 1, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0}",3,0,1,1,1
5347,1.2,1.0,2.2,2,9,"['life3', 'life1', 'life5', 'life5', 'life1', 'super_life7', 'life5', 'life4', 'death1']","{'suits': {1: ['life1', 'life1', 'death1'], 2: [], 3: ['life3'], 4: ['life4'], 5: ['life5', 'life5', 'life5'], 6: [], 7: ['super_life7'], 8: [], 9: [], 10: []}, 'wilds': [], 'super_death': []}","{1: 3, 2: 0, 3: 1, 4: 1, 5: 3, 6: 0, 7: 1, 8: 0, 9: 0, 10: 0}",8,0,1,0,3
